1.000000000000000000e+00 -3.141592653589793116e+00 1.873920880217871598e+01 -1.146003287604298748e+02 7.013158930633044292e+02 -4.291897386226454728e+03 2.626547070399722361e+04 -1.607389222272847255e+05 9.836869637263605837e+05 -6.019948555122281425e+06
1.000000000000000000e+00 -3.078126135335453650e+00 1.794972101007035192e+01 -1.074248845908194454e+02 6.433849686787220890e+02 -3.853415289753093930e+03 2.307921165870175173e+04 -1.382280338894240558e+05 8.278874358434402384e+05 -4.958455872881669551e+06
1.000000000000000000e+00 -3.014659617081114629e+00 1.717634521371930489e+01 -1.005470089526070296e+02 5.890536698017161825e+02 -3.451045612336726663e+03 2.021840201863128095e+04 -1.184521545626212901e+05 6.939674518137385603e+05 -4.065699150540502742e+06
1.000000000000000000e+00 -2.951193098826775163e+00 1.641908141312556779e+01 -9.396056641215551508e+01 5.381724689016908769e+02 -3.082541185990319264e+03 1.765617608098617347e+04 -1.011310288177632319e+05 5.792582125674829585e+05 -3.317874649918014649e+06
1.000000000000000000e+00 -2.887726580572436141e+00 1.567792960828914772e+01 -8.765942153582791718e+01 4.905949536049390645e+02 -2.745748754103539341e+03 1.536734836799194272e+04 -8.600765195623000909e+04 4.813658170052646892e+05 -2.694098077533910051e+06
1.000000000000000000e+00 -2.824260062318096676e+00 1.495288979921003936e+01 -8.163743888998706666e+01 4.461778266946392932e+02 -2.438606994361122815e+03 1.332834285703274327e+04 -7.284680586163938278e+04 3.981483060679031187e+05 -2.176101913552721962e+06
1.000000000000000000e+00 -2.760793544063757654e+00 1.424396198588824625e+01 -7.588848304099593634e+01 4.047809061108588935e+02 -2.159144541661278708e+03 1.151712371652705770e+04 -6.143365706388171384e+04 3.276941639038559515e+05 -1.747958207202390768e+06
1.000000000000000000e+00 -2.697327025809418188e+00 1.355114616832376306e+01 -7.040641855521744219e+01 3.662671249505516471e+02 -1.905478011034058682e+03 9.913127547544932895e+03 -5.157241567754352582e+04 2.683022136390859960e+05 -1.395825208188854391e+06
1.000000000000000000e+00 -2.633860507555079167e+00 1.287444234651659869e+01 -6.518510999901455705e+01 3.305025314675596633e+02 -1.675810020559755685e+03 8.497197131167251428e+03 -4.308505387682372384e+04 2.184628466129305016e+05 -1.107716274246897548e+06
1.000000000000000000e+00 -2.570393989300739701e+00 1.221385052046674247e+01 -6.021842193875011162e+01 2.973562890726114460e+02 -1.468427214287277138e+03 7.251516681586682353e+03 -3.581008256904163136e+04 1.768405253020689124e+05 -8.732895640334050404e+05
1.000000000000000000e+00 -2.506927471046400679e+00 1.156937069017420505e+01 -5.550021894078714269e+01 2.667006763333238837e+02 -1.281698285152541303e+03 6.159548604950614390e+03 -2.960138492883992149e+04 1.422575015133047709e+05 -6.836570920834173448e+05
1.000000000000000000e+00 -2.443460952792061214e+00 1.094100285563897579e+01 -5.102436557148848806e+01 2.384110869742004866e+02 -1.114071997896853190e+03 5.205971763945800376e+03 -2.432710545518229264e+04 1.136786927844395541e+05 -5.312117885112630902e+05
1.000000000000000000e+00 -2.379994434537722192e+00 1.032874701686106356e+01 -4.678472639721714188e+01 2.123660298766326662e+02 -9.640752119852977557e+02 4.376621248124934027e+03 -1.986859321324847042e+04 9.019766129112568160e+04 -4.094712705491468660e+05
1.000000000000000000e+00 -2.316527916283382726e+00 9.732603173840461253e+00 -4.277516598433597750e+01 1.884471290788988540e+02 -8.303109045251184170e+02 3.658429649974987569e+03 -1.611939792332668912e+04 7.102364091615832876e+04 -3.129370958734081942e+05
1.000000000000000000e+00 -2.253061398029043261e+00 9.152571326577174204e+00 -3.898954889920796063e+01 1.665391237761652974e+02 -7.114561931841096794e+02 3.039369846727457571e+03 -1.298431755880605851e+04 5.546955949626579968e+04 -2.369683289746175578e+05
1.000000000000000000e+00 -2.189594879774704239e+00 8.588651475071202412e+00 -3.542173970819602857e+01 1.465298683204854910e+02 -6.062603591089973634e+02 2.508399287910382100e+03 -1.037849611536917837e+04 4.294100462003763096e+04 -1.776683115814634657e+05
1.000000000000000000e+00 -2.126128361520365218e+00 8.040843619322545877e+00 -3.206560297766309020e+01 1.283103322208002055e+02 -5.135428698438242918e+02 2.055405788642232437e+03 -8.226570213486942521e+03 3.292608270922423981e+04 -1.317835863502069842e+05
1.000000000000000000e+00 -2.062661843266025752e+00 7.509147759331197491e+00 -2.891500327397204373e+01 1.117746001429375013e+02 -4.321914022483368285e+02 1.671154828667628180e+03 -6.461863196316641734e+03 2.498612247422712608e+04 -9.661397968120334554e+04
1.000000000000000000e+00 -1.999195325011686508e+00 6.993563895097166139e+00 -2.596380516348586198e+01 9.681987190961328338e+01 -3.611598654163724973e+02 1.347238357134910302e+03 -5.025625385104702218e+03 1.874717519318784616e+04 -6.993290462168771774e+04
1.000000000000000000e+00 -1.935728806757347265e+00 6.494092026620447378e+00 -2.320587321256745383e+01 8.334646250043053328e+01 -2.994664235942412915e+02 1.076025103115511683e+03 -3.866319154195241026e+03 1.389226562267134614e+04 -4.991699835966421233e+04
