1.000000000000000000e+00 -1.224646799147353207e-16 2.449293598294706414e-16 -3.673940397442059375e-16 4.898587196589412829e-16 -6.123233995736766282e-16 7.347880794884118750e-16 -8.572527594031472204e-16 9.797174393178825657e-16 -1.102182119232617911e-15 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00
1.000000000000000000e+00 -6.342391965656483943e-02 1.265924535737499301e-01 -1.892512443604116024e-01 2.511479871810805009e-01 -3.120334456984882321e-01 3.716624556603301821e-01 -4.297949120891724761e-01 4.861967361004709831e-01 -5.406408174556012192e-01 -9.979866764718843264e-01 9.919548128307952295e-01 -9.819286972627063736e-01 9.679487013963559150e-01 -9.500711177409449926e-01 9.283679330160715670e-01 -9.029265382866208389e-01 8.738493770697837171e-01 -8.412535328311788740e-01
1.000000000000000000e+00 -1.265924535737493750e-01 2.511479871810793907e-01 -3.716624556603281837e-01 4.861967361004689847e-01 -5.929079290546405145e-01 6.900790114821130361e-01 -7.761464642917574874e-01 8.497254299495147212e-01 -9.096319953545185522e-01 -9.919548128307953405e-01 9.679487013963562481e-01 -9.283679330160723442e-01 8.738493770697847163e-01 -8.052702575310585198e-01 7.237340381050691995e-01 -6.305526670845216231e-01 5.272254676105018190e-01 -4.154150130018860465e-01
1.000000000000000000e+00 -1.892512443604104921e-01 3.716624556603280727e-01 -5.406408174555975554e-01 6.900790114821128141e-01 -8.145759520503370599e-01 9.096319953545184411e-01 -9.718115683235419855e-01 9.988673391830080739e-01 -9.898214418809322401e-01 -9.819286972627065957e-01 9.283679330160723442e-01 -8.412535328311812055e-01 7.237340381050693106e-01 -5.800569095711962664e-01 4.154150130018863796e-01 -2.357589355094260319e-01 4.758191582373987039e-02 1.423148382732887240e-01
1.000000000000000000e+00 -2.511479871810792797e-01 4.861967361004688182e-01 -6.900790114821128141e-01 8.497254299495144991e-01 -9.549022414440737627e-01 9.988673391830080739e-01 -9.788024462147784099e-01 8.959937742913356429e-01 -7.557495743542584909e-01 -9.679487013963562481e-01 8.738493770697848273e-01 -7.237340381050694216e-01 5.272254676105021520e-01 -2.969203753282753655e-01 4.758191582374012019e-02 2.048066680651920157e-01 -4.440666126057746244e-01 6.548607339452848786e-01
1.000000000000000000e+00 -3.120334456984873439e-01 5.929079290546408476e-01 -8.145759520503359497e-01 9.549022414440742068e-01 -9.998741276738749573e-01 9.450008187146682337e-01 -7.957618405308312104e-01 5.670598638627688537e-01 -2.817325568414268955e-01 -9.500711177409453256e-01 8.052702575310582978e-01 -5.800569095711978207e-01 2.969203753282738112e-01 1.586596383480975286e-02 -3.270679633174223833e-01 6.056096871376678292e-01 -8.236765814298340205e-01 9.594929736144982568e-01
1.000000000000000000e+00 -3.716624556603275731e-01 6.900790114821120369e-01 -9.096319953545182191e-01 9.988673391830079629e-01 -9.450008187146682337e-01 7.557495743542587130e-01 -4.582265217274089641e-01 9.505604330418233883e-02 2.817325568414287829e-01 -9.283679330160725662e-01 7.237340381050700877e-01 -4.154150130018867126e-01 4.758191582374213940e-02 3.270679633174222722e-01 -6.548607339452845455e-01 8.888354486549242539e-01 -9.954719225730845888e-01 9.594929736144977017e-01
1.000000000000000000e+00 -4.297949120891718100e-01 7.761464642917571544e-01 -9.718115683235418745e-01 9.788024462147785210e-01 -7.957618405308313214e-01 4.582265217274090752e-01 -3.172793349806591473e-02 -4.009305354066154958e-01 7.557495743542597122e-01 -9.029265382866210610e-01 6.305526670845220671e-01 -2.357589355094265038e-01 -2.048066680651916549e-01 6.056096871376676072e-01 -8.888354486549241429e-01 9.994965423831851936e-01 -9.161084574320688123e-01 6.548607339452833243e-01
1.000000000000000000e+00 -4.861967361004687072e-01 8.497254299495143881e-01 -9.988673391830079629e-01 8.959937742913358649e-01 -5.670598638627706300e-01 9.505604330418258863e-02 4.009305354066121652e-01 -7.957618405308322096e-01 9.898214418809330173e-01 -8.738493770697849383e-01 5.272254676105023741e-01 -4.758191582374225737e-02 -4.440666126057741803e-01 8.236765814298327992e-01 -9.954719225730845888e-01 9.161084574320702556e-01 -6.056096871376666080e-01 1.423148382732832562e-01
1.000000000000000000e+00 -5.406408174555977775e-01 9.096319953545185522e-01 -9.898214418809325732e-01 7.557495743542577138e-01 -2.817325568414290604e-01 -2.817325568414318360e-01 7.557495743542596012e-01 -9.898214418809330173e-01 9.096319953545177750e-01 -8.412535328311810945e-01 4.154150130018860465e-01 1.423148382732862260e-01 -6.548607339452857667e-01 9.594929736144975907e-01 -9.594929736144968135e-01 6.548607339452835463e-01 -1.423148382732833950e-01 -4.154150130018878229e-01
